id;name;website;vertical;sub_vertical;country;region;city;logo_url;estadio_actual;solucion;mail;social_media;contact_phone;founders;founded;organization_type;outcome_status;business_model;badges;notes;status;lat;lng
;HealthifyMe;healthifyme.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;HealthLabels;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Heartbest Foods;heartbestfoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Heat and Control;heatandcontrol.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hectare Agritech;hectare.farm;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Helaina;myhelaina.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Heliopas AI;heliopas.ai;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hellas Direct;hellasdirect.gr;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Help Me Feed;helpmefeed.org;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hempoint;hempoint.cz;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hempsmith;hempsmith.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Herbivore Botanicals;herbivorebotanicals.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;HERBLABISM;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Heritable Agriculture;heritable.ag;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;High Time Foods;hightimefoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hillridge Technology;hillridge.com.au;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hippeas;hippeas.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hivery;hivery.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hooked;hookedfoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;HowGood;howgood.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hoxton Farms;hoxtonfarms.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Humble+;humbleplus.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;HyggeFoods;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;HypeSound;hypesound.it;otra;food_processing;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Idroplan;idroplan.it;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;IGS;intelligentgrowthsolutions.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;IGS (Intelligent Growth Solutions);intelligentgrowthsolutions.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Improved Nature;improvednature.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Improvin';improvin.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;In Ovo;inovo.nl;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Inbiose;inbiose.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Index Biosystems;indexbiosystems.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ingredalia;ingredalia.net;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Innogando;innogando.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Innoscentia;innoscentia.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;InQube;inqube.biz;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;GenoPalate;genopalate.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Insectec;insectec.cr;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Insignes Labs;insignes-labs.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Insnack;insnack.de;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ypsicon Advanced Tech.;ypsicon.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Your Food Collective;yourfoodcollective.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;IntegriCulture;integriculture.jp;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;IntelliDigest;intellidigest.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Acoustic Extra Freezing;geftrade.eu;otra;food_processing;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Invert Robbins;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ÄIO;aio.bio;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;1-2-Taste;12taste.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Irriot AB;irriot.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ishida;ishida.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;IUNU;iunu.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;IUV;iuv.it;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ivy Farm Technologies;ivy.farm;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ixon Food Technology;ixon.com.hk;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Izote Biosciences;izote.bio;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;3FBio;enough-food.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Zero Bullshit;zerobullshit.it;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Zero Carbon Food;google.com/search;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ZeroCater;zerocater.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Zest;zestsolutions.io;otra;waste_upcycling;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Jow;jow.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Zest Labs;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ZoomAgri;zoomagri.com;otra;food_safety;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kaffe bueno;kaffebueno.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AgrigateOne;agrigateone.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AgriTask;agritask.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;KAMEREO;kamereo.vn;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AgriWebb;agriwebb.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Karana;eatkarana.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agrobit;agrobit.ag;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Katif;katif.tech;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AgroGrIN Tech;agrogrintech.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kernel;kernel.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;KETOS;ketos.co;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kiana;kianaagriculture.nl;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kibus Petcare;kibuspetcare.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kiinns;kiinns.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kikleo;kikleo.com;otra;waste_upcycling;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kinoko-Tech;n/a;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AgroScout;agro-scout.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AgroSustain;agrosustain.ch;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kitchin.app;kitchin.app;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AgroVAR;agrovar.bg;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kitovu Technology;kitovu.com.ng;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agrovisio;agrovis.io;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Klarys;klarys.io;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Knead Technologies;kneadtech.com;otra;waste_upcycling;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agroz;agroz.co;agtech;indoor_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agteria;agteria.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Koidra;koidra.ai;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kokomodo;thekokomodo.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Koolboks;koolboks.com;otra;food_safety;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Koppie;koppie.eu;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Koralo;koralo-foods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Koroko;koroko.it;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kosmode Health;kosmodehealth.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;KptnCook;kptncook.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kraken Sense Limited;krakensense.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kresko RNAtech;kreskornatech.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agtira;agtira.com;agtech;indoor_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kuleana;kuleana.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;KwikBasket Solutions;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kybele's Garden;kybelesgarden.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kynda;kyndatech.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kyomei;kyomei.co.uk;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;La Belle Vie;labellevie.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Label Insight;labelinsight.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Lasso;lassolabs.com;otra;food_processing;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;LayerLogic;layerlogic.se;otra;food_safety;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Leaft Foods;leaftfoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agtools;agtechtools.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Legendary Vish;legendaryvish.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Lembas;hellolembas.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Leroma;leroma.de;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Les Nouveaux Fermiers;lesnouveauxfermiers.fr;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agurotech;agurotech.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;LGND;lgnd.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;LiberEat;libereat.com;otra;food_safety;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Libre Foods;librefoods.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Lifesum;lifesum.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;LightBlue;lightblueconsulting.com;otra;waste_upcycling;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Airponix;airponix.com;agtech;indoor_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Little Tummy;littletummy.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Liven;livenproteins.ca;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ajinomatrix;ajinomatrix.org;otra;food_safety;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AKA Foods;aka-food.com;otra;food_processing;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Livin Farms AgriFood;livinfarms.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Living Roots;roots.ag;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Livoo Foods;livoofoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AKOLogic;akologic.info;agtech;digital_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Loads;loadsfoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Akorn Technology;akorn.tech;otra;waste_upcycling;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Lualtek;lualtek.io;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Lufa Farms;montreal.lufa.com/en#;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Lupinta;lupinta.se;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MAASH;maashcompany.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Macco Robotics;maccorobotics.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Magic Valley;magicvalley.com.au;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mahta;mahta.bio;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Maia Farms;maiafarms.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Alberts;alberts.be;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Manna Insect;mannainsect.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MAOLAC;maolac.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Map My Crop;mapmycrop.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
